measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Uterine cancer,Rate,1980,1.3841565979460078,1.8153605565512934,0.9162145295355921
Deaths,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Prostate cancer,Rate,1980,2.084000871202015,2.565592077501177,1.4644344248778214
Deaths,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Colon and rectum cancer,Rate,1980,14.740338500899217,17.990073846984583,11.161123070002473
Deaths,Latin America and Caribbean,Both,Age-standardized,Eye cancer,Rate,1982,0.17193640698383708,0.18631174175893853,0.15654373237276703
Deaths,South Asia,Both,Age-standardized,Neoplasms,Rate,1980,75.92541218982927,83.3657906890684,67.09612050188433
Deaths,South Asia,Both,Age-standardized,Esophageal cancer,Rate,1980,4.213011305397792,5.285019698660239,3.5906156150318336
Deaths,South Asia,Both,Age-standardized,Stomach cancer,Rate,1980,8.771509038288006,11.017645115989813,7.2764352014287565
Deaths,Latin America and Caribbean,Both,Age-standardized,Soft tissue and other extraosseous sarcomas,Rate,1982,0.7618458806267165,0.8059313463020532,0.7154778947679019
Deaths,Latin America and Caribbean,Both,Age-standardized,Malignant neoplasm of bone and articular cartilage,Rate,1982,1.0601875061518597,1.113444056473524,0.9940009086279239
Deaths,Latin America and Caribbean,Both,Age-standardized,Neuroblastoma and other peripheral nervous cell tumors,Rate,1982,0.056078126520774776,0.06393041026813337,0.05113503216919976
Deaths,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Soft tissue and other extraosseous sarcomas,Rate,1980,0.551826581523341,0.7217637758320744,0.3803645355627177
Deaths,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Malignant neoplasm of bone and articular cartilage,Rate,1980,0.77024682233046,1.1305836394321358,0.6105725105558237
Deaths,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Neuroblastoma and other peripheral nervous cell tumors,Rate,1980,0.023395287820339044,0.032758649824839094,0.017778550015617733
Deaths,High-income,Both,Age-standardized,Eye cancer,Rate,1981,0.13749152989802085,0.14466571878820997,0.13041038072385308
Deaths,High-income,Both,Age-standardized,Soft tissue and other extraosseous sarcomas,Rate,1981,0.822281489253737,0.8524977079155138,0.7905410357204713
Deaths,High-income,Both,Age-standardized,Malignant neoplasm of bone and articular cartilage,Rate,1981,0.7835901557527222,0.8053551859099993,0.7567324075554025
Deaths,High-income,Both,Age-standardized,Neuroblastoma and other peripheral nervous cell tumors,Rate,1981,0.10723150656516031,0.11164207014674506,0.10267844110436641
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Lip and oral cavity cancer,Rate,1981,2.0740071667211204,2.1661407252720455,1.9915057155925437
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Nasopharynx cancer,Rate,1981,0.3038170846640917,0.33606163734799854,0.28343926576746575
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Other pharynx cancer,Rate,1981,0.9496608901113293,1.0531222984416868,0.8894506769196521
Deaths,Sub-Saharan Africa,Both,Age-standardized,Neoplasms,Rate,1980,106.79931035205371,119.31235869825144,93.16757522449988
Deaths,Sub-Saharan Africa,Both,Age-standardized,Esophageal cancer,Rate,1980,9.220486029220979,10.585532015978767,7.703371655869065
Deaths,Sub-Saharan Africa,Both,Age-standardized,Stomach cancer,Rate,1980,10.61832697896297,12.166873371150535,8.503619098598028
Deaths,Sub-Saharan Africa,Both,Age-standardized,Liver cancer,Rate,1980,9.26272684869364,13.886538821555744,5.8068155472236604
Deaths,Sub-Saharan Africa,Both,Age-standardized,Larynx cancer,Rate,1980,1.5511843584649052,1.8380401078756983,1.2965721236784906
Deaths,Sub-Saharan Africa,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,1980,7.752509182187288,9.233484826936248,6.321497204625369
Deaths,Sub-Saharan Africa,Both,Age-standardized,Breast cancer,Rate,1980,8.565328910007423,9.635481718138609,7.434895173461467
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Soft tissue and other extraosseous sarcomas,Rate,1983,0.6121315267160038,0.651840399324886,0.5575300333477001
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Malignant neoplasm of bone and articular cartilage,Rate,1983,1.3750456483307543,1.4463927185614944,1.2788767831781325
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Neuroblastoma and other peripheral nervous cell tumors,Rate,1983,0.06204883158429804,0.07857570669183375,0.049704921798438696
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Gallbladder and biliary tract cancer,Rate,1981,2.4457528729474944,2.5860791085699506,2.2942001797320035
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Pancreatic cancer,Rate,1981,6.4283409542284415,6.818598657306106,6.1293705648627785
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Malignant skin melanoma,Rate,1981,1.073445501769985,1.129120068229284,1.02083656298346
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Non-melanoma skin cancer,Rate,1981,0.8826135240485405,0.9266405460872831,0.8195370310934108
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Ovarian cancer,Rate,1981,3.4081351800345563,3.53716123248805,3.2479960233904284
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Testicular cancer,Rate,1981,0.310149818984546,0.3263712049747057,0.2902375779724299
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Kidney cancer,Rate,1981,2.722343756423671,2.9139294508364904,2.5823461718400718
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Bladder cancer,Rate,1981,3.0681046943567307,3.260607983252986,2.9079438596708105
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Brain and central nervous system cancer,Rate,1981,3.4461396553699153,3.6130308779983484,3.210809795553399
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Thyroid cancer,Rate,1981,0.5523265589134492,0.5791382235618598,0.5272348661848407
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Mesothelioma,Rate,1981,0.2026534636348739,0.22112704416523132,0.18667486448412432
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Hodgkin lymphoma,Rate,1981,0.8964694737310477,0.9682390587429135,0.8435100456685537
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Non-Hodgkin lymphoma,Rate,1981,2.0325742355944194,2.1063808959663315,1.9701075428384367
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Multiple myeloma,Rate,1981,0.8479030166113014,0.8817502732914623,0.801699389847912
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Leukemia,Rate,1981,5.227963171414207,5.38683997737683,5.068542703054609
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Other malignant neoplasms,Rate,1981,4.758611128430533,5.136429579665418,4.500879707268752
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Other neoplasms,Rate,1981,0.21379610385203052,0.2634525728993662,0.1584953966573771
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Eye cancer,Rate,1981,0.1813798671417753,0.20476900055710145,0.15877362890903088
Deaths,High-income,Both,Age-standardized,Neoplasms,Rate,1983,172.61945536624918,176.33857688607685,165.34801329029216
Deaths,High-income,Both,Age-standardized,Esophageal cancer,Rate,1983,4.642449336267754,4.7560396734265575,4.4752964391016805
Deaths,High-income,Both,Age-standardized,Stomach cancer,Rate,1983,19.207763862471552,19.767975627100043,18.296209753232024
Deaths,High-income,Both,Age-standardized,Liver cancer,Rate,1983,4.580548410260438,4.931099894937027,4.173982176778589
Deaths,High-income,Both,Age-standardized,Larynx cancer,Rate,1983,1.997734275320679,2.0672023410559444,1.9276701809401848
Deaths,High-income,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,1983,36.00994297874418,36.723607150937816,34.95794793725442
Deaths,High-income,Both,Age-standardized,Eye cancer,Rate,1983,0.1347179987961593,0.14139733778057167,0.12741550080605848
Deaths,High-income,Both,Age-standardized,Soft tissue and other extraosseous sarcomas,Rate,1983,0.8235461243823976,0.8522408374391178,0.7911122991689726
Deaths,High-income,Both,Age-standardized,Malignant neoplasm of bone and articular cartilage,Rate,1983,0.7334569260660415,0.753795016627122,0.7087987144437681
Deaths,High-income,Both,Age-standardized,Neuroblastoma and other peripheral nervous cell tumors,Rate,1983,0.10726191038258248,0.11159868846122517,0.10282478947143227
Deaths,High-income,Both,Age-standardized,Neoplasms,Rate,1981,172.31200967021465,176.12138494798708,165.264495714671
Deaths,High-income,Both,Age-standardized,Esophageal cancer,Rate,1981,4.618427995455686,4.727871393128095,4.449591907493111
Deaths,High-income,Both,Age-standardized,Stomach cancer,Rate,1981,20.032235209992685,20.636930039140125,19.171323966492565
Deaths,High-income,Both,Age-standardized,Liver cancer,Rate,1981,4.403806644331561,4.745799951090758,4.039325561124933
Deaths,High-income,Both,Age-standardized,Larynx cancer,Rate,1981,2.039651939734135,2.1132207845275115,1.9652872555202412
Deaths,High-income,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,1981,35.31115492587134,36.08194761528946,34.30438687019462
Deaths,South Asia,Both,Age-standardized,Other neoplasms,Rate,1982,0.07013732964303851,0.15467157815419735,0.022882014833865028
Deaths,South Asia,Both,Age-standardized,Liver cancer,Rate,1980,2.155416464196341,2.450735598427115,1.9212584344379116
Deaths,Sub-Saharan Africa,Both,Age-standardized,Neoplasms,Rate,1983,105.89385582782558,118.5743726522662,92.95048146596471
Deaths,Sub-Saharan Africa,Both,Age-standardized,Esophageal cancer,Rate,1983,9.043439592538375,10.352049417221231,7.625507670707093
Deaths,Sub-Saharan Africa,Both,Age-standardized,Stomach cancer,Rate,1983,10.225805924336171,11.669445526138508,8.310586216088074
Deaths,Sub-Saharan Africa,Both,Age-standardized,Liver cancer,Rate,1983,9.029388574163288,13.610093432996184,5.840278591785658
Deaths,Sub-Saharan Africa,Both,Age-standardized,Larynx cancer,Rate,1983,1.519674890603925,1.7767036126006488,1.2855333540893412
Deaths,Sub-Saharan Africa,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,1983,7.55849595948427,8.904132071452924,6.322441508455821
Deaths,Sub-Saharan Africa,Both,Age-standardized,Breast cancer,Rate,1983,8.677405209299526,9.687479076101864,7.575526535479968
Deaths,North Africa and Middle East,Both,Age-standardized,Neoplasms,Rate,1980,97.53520276604868,108.65027344308203,87.54022760967167
Deaths,North Africa and Middle East,Both,Age-standardized,Esophageal cancer,Rate,1980,2.949922472644255,3.418445490564263,2.3043286372768295
Deaths,North Africa and Middle East,Both,Age-standardized,Stomach cancer,Rate,1980,17.533332362200483,20.51826481366021,12.971932213302475
Deaths,North Africa and Middle East,Both,Age-standardized,Liver cancer,Rate,1980,4.945164192264447,8.112790879272207,3.4461424685121806
Deaths,North Africa and Middle East,Both,Age-standardized,Leukemia,Rate,1982,6.633261878312527,8.065777206573618,5.0953186647796125
Deaths,North Africa and Middle East,Both,Age-standardized,Other malignant neoplasms,Rate,1982,2.5032935394291362,3.138132813543349,2.00662859989026
Deaths,North Africa and Middle East,Both,Age-standardized,Other neoplasms,Rate,1982,0.14979923679227355,0.35650169320095115,0.0624362603344336
Deaths,North Africa and Middle East,Both,Age-standardized,Eye cancer,Rate,1982,0.05699113371776518,0.07929108291582439,0.044480316959253655
Deaths,North Africa and Middle East,Both,Age-standardized,Soft tissue and other extraosseous sarcomas,Rate,1982,0.8539711674604608,1.1061073341089658,0.6057187632575605
Deaths,North Africa and Middle East,Both,Age-standardized,Malignant neoplasm of bone and articular cartilage,Rate,1982,0.8115331594878159,1.0549404223462966,0.6104313429551019
Deaths,North Africa and Middle East,Both,Age-standardized,Neuroblastoma and other peripheral nervous cell tumors,Rate,1982,0.025847789189985242,0.041502801033786126,0.017047705746375687
Deaths,North Africa and Middle East,Both,Age-standardized,Neoplasms,Rate,1981,97.1738765847851,108.07965983704645,87.29416701014816
Deaths,North Africa and Middle East,Both,Age-standardized,Esophageal cancer,Rate,1981,2.9115417101999026,3.372976352473742,2.284702040671521
Deaths,North Africa and Middle East,Both,Age-standardized,Stomach cancer,Rate,1981,17.1988764143324,20.006758599676996,12.74510533180403
Deaths,North Africa and Middle East,Both,Age-standardized,Liver cancer,Rate,1981,5.048382450877974,8.224409315248556,3.534487191512779
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Soft tissue and other extraosseous sarcomas,Rate,1981,0.6014952155243984,0.6403690513925747,0.5494014766620332
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Malignant neoplasm of bone and articular cartilage,Rate,1981,1.3759437042668046,1.4523007931700602,1.2764153537727974
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Neuroblastoma and other peripheral nervous cell tumors,Rate,1981,0.061568283657461455,0.0781019615861398,0.049648563466914535
Deaths,Sub-Saharan Africa,Both,Age-standardized,Neoplasms,Rate,1981,106.40021308651622,119.2291194816613,93.26313340972946
Deaths,Sub-Saharan Africa,Both,Age-standardized,Esophageal cancer,Rate,1981,9.159656623852758,10.48559578312167,7.737828859848957
Deaths,Sub-Saharan Africa,Both,Age-standardized,Stomach cancer,Rate,1981,10.473600386207908,12.001079807775417,8.508350227556283
Deaths,Sub-Saharan Africa,Both,Age-standardized,Liver cancer,Rate,1981,9.160910673572861,13.92285200433276,5.812462265099563
Deaths,Sub-Saharan Africa,Both,Age-standardized,Larynx cancer,Rate,1981,1.5394942341006448,1.8193009479834505,1.296783540177869
Deaths,Sub-Saharan Africa,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,1981,7.713208355038336,9.161522793153638,6.3341185415879675
Deaths,Sub-Saharan Africa,Both,Age-standardized,Breast cancer,Rate,1981,8.592763256013844,9.603170682088678,7.442822228057144
Deaths,Latin America and Caribbean,Both,Age-standardized,Multiple myeloma,Rate,1980,1.0669313627105155,1.1404179845250997,1.003564041569942
Deaths,Latin America and Caribbean,Both,Age-standardized,Leukemia,Rate,1980,5.156814412368758,5.496018415783417,4.882820911441395
Deaths,Latin America and Caribbean,Both,Age-standardized,Other malignant neoplasms,Rate,1980,3.5770066304144845,3.7372386775341435,3.3951048399270976
Deaths,Latin America and Caribbean,Both,Age-standardized,Other neoplasms,Rate,1980,0.32255142866858905,0.4415171746801967,0.23938521302287927
Deaths,North Africa and Middle East,Both,Age-standardized,Leukemia,Rate,1980,6.730403263717311,8.240654093265027,5.1793232431726866
Deaths,North Africa and Middle East,Both,Age-standardized,Other malignant neoplasms,Rate,1980,2.50508181604217,3.192844100991649,1.9863139078754941
Deaths,North Africa and Middle East,Both,Age-standardized,Other neoplasms,Rate,1980,0.14601379993352642,0.3461646182449877,0.0589725758126825
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Soft tissue and other extraosseous sarcomas,Rate,1982,0.6036342091695673,0.6430213305951678,0.5471750549815912
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Malignant neoplasm of bone and articular cartilage,Rate,1982,1.3638321595760259,1.4419055772900922,1.2555247620920598
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Neuroblastoma and other peripheral nervous cell tumors,Rate,1982,0.06131084609221723,0.07749144120859189,0.048707248424341154
Deaths,South Asia,Both,Age-standardized,Other neoplasms,Rate,1980,0.0699513068322546,0.15483234658254014,0.022126258868543462
Deaths,Latin America and Caribbean,Both,Age-standardized,Eye cancer,Rate,1980,0.17587769233700684,0.19000329947616973,0.16023106581237992
Deaths,North Africa and Middle East,Both,Age-standardized,Neoplasms,Rate,1982,96.3557020629644,107.08625356412686,86.71901442172421
Deaths,North Africa and Middle East,Both,Age-standardized,Esophageal cancer,Rate,1982,2.8719556763283784,3.3313577272226365,2.2553154621762395
Deaths,North Africa and Middle East,Both,Age-standardized,Stomach cancer,Rate,1982,16.812260192719524,19.489014882804252,12.428673232551613
Deaths,North Africa and Middle East,Both,Age-standardized,Liver cancer,Rate,1982,5.093939553923618,8.228979207535305,3.579677597117238
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Soft tissue and other extraosseous sarcomas,Rate,1980,0.6048357232013507,0.643827568986819,0.5565918365338292
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Malignant neoplasm of bone and articular cartilage,Rate,1980,1.3908930847839698,1.4670637477024686,1.293789934025698
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Neuroblastoma and other peripheral nervous cell tumors,Rate,1980,0.061540697080721025,0.07867970179764261,0.04983970263149059
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Neoplasms,Rate,1980,153.40460776774958,156.46692054114925,150.0806018813365
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Esophageal cancer,Rate,1980,4.658756536411111,4.768345312900925,4.523150508328019
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Stomach cancer,Rate,1980,31.540415557817347,32.22715107259559,30.72271428123013
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Liver cancer,Rate,1980,2.5652979220079084,2.805683678501751,2.377560408484396
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Larynx cancer,Rate,1980,2.7757543564281995,2.8705161308161693,2.685496442783905
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,1980,29.927832967640324,30.60158783504993,29.279251085367367
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Breast cancer,Rate,1980,9.849179355908564,10.135054463591128,9.55170034701282
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Cervical cancer,Rate,1980,5.6378780226142915,5.7990951642225,5.478810792655767
Deaths,Latin America and Caribbean,Both,Age-standardized,Multiple myeloma,Rate,1981,1.0909709328726782,1.1651982927947622,1.026992351079447
Deaths,Latin America and Caribbean,Both,Age-standardized,Leukemia,Rate,1981,5.079970080851254,5.374098422858095,4.828658345121517
Deaths,Latin America and Caribbean,Both,Age-standardized,Other malignant neoplasms,Rate,1981,3.5819599114737533,3.7313782317498387,3.395035788933471
Deaths,Latin America and Caribbean,Both,Age-standardized,Other neoplasms,Rate,1981,0.3241927399039106,0.43602613255232864,0.2464103374096614
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Lip and oral cavity cancer,Rate,1980,2.0843568633761365,2.1719540666862565,2.000471346293391
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Nasopharynx cancer,Rate,1980,0.304013564919073,0.33575023051407765,0.28355516634147904
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Other pharynx cancer,Rate,1980,0.9511264860696588,1.0462710990895427,0.8914985881377642
Deaths,Latin America and Caribbean,Both,Age-standardized,Multiple myeloma,Rate,1983,1.1345128681130594,1.201281433938436,1.0729850799699865
Deaths,Latin America and Caribbean,Both,Age-standardized,Leukemia,Rate,1983,5.0788664802244865,5.3384207173166764,4.858664547733497
Deaths,Latin America and Caribbean,Both,Age-standardized,Other malignant neoplasms,Rate,1983,3.524665479964088,3.665359267850515,3.35690926341246
Deaths,Latin America and Caribbean,Both,Age-standardized,Other neoplasms,Rate,1983,0.3326171754858026,0.436115698989858,0.26265550176625396
Deaths,Latin America and Caribbean,Both,Age-standardized,Soft tissue and other extraosseous sarcomas,Rate,1980,0.7669515644483864,0.8163645440801482,0.7246948958760696
Deaths,Latin America and Caribbean,Both,Age-standardized,Malignant neoplasm of bone and articular cartilage,Rate,1980,1.2320509538278235,1.2940191514871415,1.1620937092224466
Deaths,Latin America and Caribbean,Both,Age-standardized,Neuroblastoma and other peripheral nervous cell tumors,Rate,1980,0.05257906286205153,0.06158291241068716,0.046865933729481724
Deaths,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Soft tissue and other extraosseous sarcomas,Rate,1983,0.5238907597279848,0.6822461354048294,0.3703437084412938
Deaths,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Malignant neoplasm of bone and articular cartilage,Rate,1983,0.7396586095989635,1.0738961568419427,0.586100893600112
Deaths,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Neuroblastoma and other peripheral nervous cell tumors,Rate,1983,0.02504997513492058,0.03421650258619565,0.01962126126187941
Deaths,South Asia,Both,Age-standardized,Neoplasms,Rate,1982,74.56786095439821,81.82933152049293,65.82442645696989
Deaths,South Asia,Both,Age-standardized,Esophageal cancer,Rate,1982,4.109596028857009,5.0725688416403685,3.5020813635239842
Deaths,South Asia,Both,Age-standardized,Stomach cancer,Rate,1982,8.48505915161929,10.800469941069025,7.098251096270789
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Gallbladder and biliary tract cancer,Rate,1980,2.458620726311376,2.599225181720726,2.3172582492345986
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Pancreatic cancer,Rate,1980,6.4556072526897665,6.814962476554766,6.159778064702327
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Malignant skin melanoma,Rate,1980,1.0787114257101849,1.1343268053558486,1.0225429474358096
